date,store_id,product_id,quantity,unit_price
2026-08-21,S005,P018,4,3000
2026-08-21,S001,P001,5,60000
2026-08-22,S003,P018,3,3000
2026-08-22,S001,P017,0,13000
2026-08-22,S001,P004,5,18000
2026-08-22,S002,P008,12,2000
2026-08-22,S003,P009,4,8000
2026-08-22,S001,P012,4,1500
2026-08-22,S004,P019,2,2500
2026-08-22,S002,P010,1,5000
2026-08-22,S001,P003,4,50000
2026-08-22,S004,P013,5,3500
2026-08-22,S004,P002,1,55000
2026-08-22,S002,P003,4,50000
2026-08-22,S004,P011,5,1200
2026-08-22,S001,P017,0,13000
2026-08-22,S002,P019,4,2500
2026-08-23,S003,P002,1,55000
2026-08-23,S003,P018,5,3000
2026-08-23,S001,P006,3,65000
2026-08-23,S001,P007,5,60000
2026-08-23,S002,P013,1,3500
2026-08-23,S003,P006,5,65000
2026-08-23,S002,P019,4,2500
2026-08-23,S005,P011,4,1200
2026-08-23,S002,P003,5,50000
2026-08-23,S003,P002,1,55000
2026-08-23,S004,P008,13,2000
2026-08-23,S005,P020,16,500
2026-08-23,S003,P001,3,60000
2026-08-23,S004,P016,1,15000
2026-08-23,S005,P013,4,3500
2026-08-24,S002,P019,4,2500
2026-08-24,S001,P020,13,500
2026-08-24,S001,P003,3,50000
2026-08-24,S002,P013,2,3500
2026-08-24,S004,P011,3,1200
2026-08-24,S001,P003,1,50000
2026-08-24,S003,P015,3,18000
2026-08-24,S003,P004,2,18000
2026-08-24,S001,P006,4,65000
2026-08-24,S004,P018,5,3000
2026-08-24,S005,P014,1,12000
2026-08-24,S001,P003,3,50000
2026-08-24,S005,P003,5,50000
2026-08-24,S005,P011,4,1200
2026-08-24,S001,P010,4,5000
2026-08-25,S004,P003,5,50000
2026-08-25,S002,P019,5,2500
2026-08-25,S002,P013,2,3500
2026-08-25,S002,P009,3,8000
2026-08-25,S003,P016,0,15000
2026-08-25,S002,P014,3,12000
2026-08-25,S004,P010,4,5000
2026-08-25,S001,P012,3,1500
2026-08-25,S002,P016,0,15000
2026-08-25,S004,P004,2,18000
2026-08-25,S003,P001,4,60000
2026-08-25,S003,P020,15,500
2026-08-25,S004,P011,4,1200
2026-08-25,S005,P005,3,70000
2026-08-25,S003,P020,17,500
2026-08-26,S003,P006,4,65000
2026-08-26,S003,P010,4,5000
2026-08-26,S005,P008,14,2000
2026-08-26,S003,P013,3,3500
2026-08-26,S001,P019,2,2500
2026-08-26,S005,P018,2,3000
2026-08-26,S005,P001,4,60000
2026-08-26,S002,P015,3,18000
2026-08-26,S001,P014,4,12000
2026-08-26,S002,P010,2,5000
2026-08-26,S003,P005,4,70000
2026-08-26,S004,P003,4,50000
2026-08-26,S005,P016,1,15000
2026-08-26,S005,P017,0,13000
2026-08-26,S003,P018,5,3000
2026-08-27,S001,P004,2,18000
2026-08-27,S003,P006,5,65000
2026-08-27,S001,P019,4,2500
2026-08-27,S003,P014,1,12000
2026-08-27,S001,P004,3,18000
2026-08-27,S002,P017,0,13000
2026-08-27,S004,P012,4,1500
2026-08-27,S004,P019,5,2500
2026-08-27,S002,P012,1,1500
2026-08-27,S004,P004,3,18000
2026-08-27,S004,P003,1,50000
2026-08-27,S002,P012,3,1500
2026-08-27,S003,P015,2,18000
2026-08-27,S005,P016,1,15000
2026-08-27,S001,P015,4,18000
2026-08-28,S003,P003,3,50000
2026-08-28,S001,P004,1,18000
2026-08-28,S003,P004,2,18000
2026-08-28,S002,P017,0,13000
2026-08-28,S003,P018,4,3000
2026-08-28,S004,P008,10,2000
2026-08-28,S002,P014,4,12000
2026-08-28,S001,P020,17,500
2026-08-28,S005,P014,4,12000
2026-08-28,S001,P007,2,60000
2026-08-28,S003,P003,5,50000
2026-08-28,S001,P018,2,3000
2026-08-28,S003,P011,2,1200
2026-08-28,S004,P004,3,18000
2026-08-28,S004,P017,1,13000
2026-08-29,S005,P013,5,3500
2026-08-29,S001,P012,3,1500
2026-08-29,S004,P020,20,500
2026-08-29,S003,P020,11,500
2026-08-29,S002,P011,1,1200
2026-08-29,S002,P010,1,5000
2026-08-29,S002,P012,2,1500
2026-08-29,S005,P013,4,3500
2026-08-29,S005,P005,5,70000
2026-08-29,S004,P014,2,12000
2026-08-29,S004,P018,2,3000
2026-08-29,S005,P006,4,65000
2026-08-29,S003,P005,2,70000
2026-08-29,S003,P015,5,18000
2026-08-29,S001,P012,1,1500
